date,NYSE:SNAP,NasdaqGS:ALGN,NYSE:GE,NYSE:BKR,NasdaqGS:EXPE,NasdaqGS:WYNN,NYSE:UBER,NYSE:AIG,NYSE:RMD,NasdaqGS:ZBRA,NasdaqGM:TTD,NYSE:MPC,NasdaqGS:SIVB,NYSE:IT,NYSE:GM,NYSE:CB,NYSE:LVS,NYSE:ANET,NasdaqGS:TER,NYSE:MTB,NasdaqGS:XLNX,NasdaqGS:HBAN,NYSE:ESS,NasdaqGS:GOOG.L,NasdaqGS:GOOG,NYSE:SCHW,NYSE:MCK,NasdaqGS:BKNG,NYSE:CARR,NYSE:CI,NasdaqGS:LRCX,NYSE:RF,NYSE:DFS,NasdaqGS:MTCH,NYSE:OXY,NYSE:CBRE,NasdaqGS:GRMN,NYSE:DRI,NasdaqGS:MAR,NYSE:TRV,NYSE:WELL,NYSE:VLO,NYSE:L,NasdaqGS:ADP,NYSE:FCX,NYSE:AVY,NYSE:JPM,NYSE:RE,NYSE:HIG,NasdaqGS:HST,NYSE:CAH,NYSE:PH,NYSE:INFO,NYSE:MTD,NYSE:IR,NasdaqGS:MXIM,NYSE:HES,NYSE:PAYC,NasdaqGS:MCHP,NasdaqGS:AMAT,NYSE:KEY,NYSE:TDG,NYSE:TFC,NasdaqGS:QCOM,NYSE:CFG,NYSE:DIS,NYSE:HON,NYSE:UHS,NYSE:MS,NYSE:Y,NYSE:CNP,NasdaqGS:EXC,NasdaqGS:ADI,NasdaqGS:KLAC,NasdaqGS:MU,NasdaqGS:CDW,NYSE:WAT,NYSE:SLB,NasdaqGS:HSIC,NYSE:TDY,NYSE:USB,NYSE:DAL,NYSE:MET,NYSE:TAP,NasdaqGS:FITB,NasdaqGS:XRAY,NYSE:HLT,NYSE:TT,NYSE:AXP,NYSE:IP,NYSE:HCA,NYSE:CVS,NYSE:F,NasdaqGS:ACGL,NYSE:OKE,NYSE:LUV,NYSE:PKG,NYSE:ZEN,NasdaqCM:EXAS,NYSE:KEYS,NasdaqGS:TRMB,NYSE:BLK,NYSE:CTVA,NYSE:TYL,NYSE:MSCI,NasdaqGS:CSX,NYSE:COF,NYSE:DTE,NasdaqGS:IDXX,NYSE:RJF
31-Dec-94,,,4.136741,8.549201,,,,202.554244,,8.68055,,,3.375,9.188729,,4.6437,,,7.961789,7.72559,3.493293,4.337631,4.793927,,,1.303861,12.874685,,,0.640343,11.174847,,,,3.850663,,,,,,3.220638,2.295099,5.830036,7.122829,,9.372263,5.658578,,,3.663725,6.988333,8.655846,,,,2.595443,10.921545,,3.277621,2.003356,5.295543,,4.043459,1.039307,,11.392892,9.34304,2.805813,4.537416,64.796107,4.139623,4.402314,3.930921,6.827793,10.973115,,,7.890934,,,1.902383,,,4.976382,5.047784,4.459838,,4.237343,6.029652,16.857496,,4.643438,4.366623,,1.255919,3.005904,,,,,2.749998,,,3.244222,,3.479177,4.077225,,4.5,1.912322
31-Jan-95,,,4.177296,8.30914,,,,215.213867,,8.88889,,,3.45312,9.070925,,4.892022,,,7.638617,8.364649,3.404856,4.589085,5.229739,,,1.498907,14.551847,,,0.6806,11.249843,,,,3.725642,,,,,,3.525046,2.380103,6.215887,7.214147,,9.306262,6.151488,,,3.663725,6.950657,8.988769,,,,2.15051,10.861701,,2.666789,1.825547,5.90453,,4.32539,1.147568,,12.620868,9.823932,2.69129,5.006227,65.115825,4.633473,4.806609,3.609172,6.967135,11.004201,,,8.262963,,,1.993904,,,4.976382,5.284397,4.955377,,4.270975,6.438444,15.906991,,4.67978,3.994986,,1.240603,3.47698,,,,,2.927081,,,2.869889,,3.579117,4.125135,,4.4375,2.096543
28-Feb-95,,,4.440913,9.016301,,,,214.67544,,8.08333,,,3.6875,9.77775,,4.916856,,,8.549375,9.436305,3.942855,4.651949,5.110881,,,1.662851,14.649839,,,0.762373,11.999829,,,,3.950681,,,,,,3.669346,2.44917,6.535513,7.503322,,9.971598,6.328934,,,4.187115,7.459242,8.939967,,,,2.43786,11.72944,,3.009449,2.187098,6.223568,,4.779289,1.266659,,13.241063,10.461734,2.863075,5.395961,67.247271,4.530122,4.880151,4.217701,8.081877,15.418315,,,8.956996,,,2.22925,,,4.864971,5.415853,4.707606,,4.31322,6.872782,17.174673,,4.946109,4.133426,,1.22288,3.164713,,,,,2.958333,,,3.244222,,3.907514,4.650585,,4.75,2.440238
31-Mar-95,,,4.413127,9.605602,,,,215.451254,,9.11111,,,3.625,10.131163,,5.039046,,,9.753926,9.749898,3.994439,4.640288,5.163287,,,1.812741,16.040333,,,0.759958,13.424815,,,,4.431853,,,,,,3.607503,2.517678,6.644859,7.688902,,10.603133,6.023159,,,4.520181,7.181186,8.461899,,,,2.706676,11.854681,,3.352108,2.613849,6.062613,,4.24529,1.418224,,13.272068,10.841533,2.891705,5.48001,67.396545,4.515318,4.583694,4.280651,8.813427,18.930955,,,9.390082,,,2.211022,,,4.902394,5.478842,4.930621,,4.448539,7.128278,16.865472,,5.669002,4.252088,,1.338079,3.2096,,,,,3.166668,,,3.868111,,3.957771,4.873561,,5.1875,2.383757
30-Apr-95,,,4.576574,10.607413,,,,220.882867,,10.19445,,,3.875,9.748299,,5.2885,,,11.898615,9.15122,4.525065,4.78331,5.285254,,,1.928667,15.74237,,,0.738354,15.149785,,,,4.659777,,,,,,3.586889,2.962981,6.855138,7.841459,,10.802565,6.661378,,,4.187115,6.955004,9.943924,,,,2.688137,12.1548,,3.367012,2.922058,5.740705,,4.421667,1.136745,,13.759986,10.945115,3.020544,5.698538,67.613953,4.663361,4.697716,4.51147,8.639248,20.516306,,,9.90191,,,2.204422,,,4.902394,5.095058,5.001566,,4.837573,7.148848,17.315218,,5.499173,4.340573,,1.375946,4.152283,,,,,3.166668,,,3.369,,4.008029,5.128385,,5.375,2.418307
31-May-95,,,4.740022,10.660427,,,,235.603844,,10,,,4.25,11.250303,,5.063988,,,12.721235,9.499568,4.967254,4.989901,5.81378,,,1.970896,17.835911,,,0.759958,17.174757,,,,4.659777,,,4.056813,,,3.759222,2.928712,8.018741,7.597367,,10.968758,7.359425,,,4.044372,6.879615,10.978363,,,,3.401881,12.184812,,3.545787,3.651093,6.626689,,4.691281,1.109675,,13.791049,11.205087,3.163697,6.409106,68.048773,5.187877,5.208772,5.224909,9.719154,22.219011,,,10.295624,,,2.29022,,,5.202608,5.637651,5.107982,,5.065964,7.30314,17.771942,,6.114465,4.680618,,1.366953,3.974574,,,,,3.958331,,,3.618556,,3.854369,5.372199,,5.625,2.539222
30-Jun-95,,,4.641201,9.712833,,,,236.121705,0.650469,11.83333,,,4.5,13.665289,,5.815134,,,15.365371,9.814312,5.5421,5.329405,6.034083,,,2.470661,18.68524,,,0.797253,19.199729,,,,4.685662,,,4.010715,,,3.484672,2.79089,8.162084,7.694728,,10.70645,7.538923,,,4.044372,7.129216,10.449865,,,,3.781931,11.770211,,4.335394,4.107478,6.816799,,5.176586,1.496713,,13.791049,12.349879,3.321167,6.341641,69.244518,5.082309,5.116171,5.70753,10.764224,27.384775,,,9.840241,,,2.450305,,,4.938708,5.991896,5.118721,,5.201962,7.251711,19.382436,,5.268438,4.760628,,1.537822,4.288948,,,,,4.729166,,,3.119444,,3.797502,4.98847,,6.5,2.690322
31-Jul-95,,,4.857311,10.482753,,,,233.014854,0.745329,13.94445,,,4.875,14.489919,,5.940458,,,19.243438,10.129063,7.067652,5.730731,5.90924,,,2.601865,17.636069,,,0.828065,20.474714,,,,4.608848,,,4.010715,,,3.442434,3.204355,8.119924,7.832407,7.691733,10.739908,8.325066,,,4.234696,7.657303,11.74709,,,,4.384442,11.499286,,4.588669,4.907638,6.952591,,5.225897,1.851269,,14.591452,12.974311,3.636105,6.813891,70.875072,5.278363,5.301372,6.06425,12.08798,31.056824,,,10.612413,,,2.690009,,,5.202608,6.071789,5.314226,,5.67796,7.971369,19.099893,,5.598632,4.690322,,1.693447,5.164699,,,,,5.666666,,,2.869889,,4.239807,6.075703,,7.6875,3.020107
31-Aug-95,,,4.847021,10.716444,,,,250.491063,0.813086,12.94445,,,4.9375,13.370779,,6.166045,,,17.803853,10.506959,7.583542,5.932992,5.784397,,,2.630064,17.487056,,,0.993678,18.074744,,,,4.455219,,,3.780212,,,3.077969,3.170691,8.880356,7.954788,6.659047,10.974111,9.393419,,,4.377438,8.072233,11.47541,,,,5.654358,11.408977,,4.529073,4.931347,6.81511,,5.824697,2.111096,,14.000324,12.367904,3.936728,6.936958,73.592679,5.216727,5.00571,5.812448,11.913801,38.308734,,,10.278096,,,2.823179,,,5.165471,5.991896,5.296456,,5.174896,8.359585,18.621501,,5.190398,4.973359,,1.593297,4.64823,,,,,5.354167,,,2.620333,,4.192628,6.674016,,8.46875,3.054819
30-Sep-95,,,5.282074,9.704336,,,,264.364973,0.962152,11.83333,,,5.0625,15.432352,,6.921226,,,16.922474,10.90887,8.512139,6.122561,6.008515,,,3.271722,18.090058,,,1.077707,17.924752,,,,4.531455,,,4.241217,,,2.70948,3.309301,9.885839,8.358584,7.300024,11.316295,9.816728,,,4.710504,8.35965,11.004806,,,,5.487508,11.74533,,4.514176,4.848364,7.529597,,5.715824,1.986594,,14.280331,12.298226,3.922412,7.613734,74.35361,5.41619,5.381726,5.812448,11.182252,39.554547,,,10.417527,,,2.871901,,,5.507303,6.148999,4.905441,,5.12366,9.187783,19.104807,,5.365355,5.034009,2.416666,1.693447,4.515242,,,,,4.208332,,,2.745111,,4.27521,7.540354,,9.3125,3.032372
31-Oct-95,,,5.240642,9.347121,,,,263.198511,0.813086,13.22222,,,4.8125,20.556836,,6.845722,,,15.688544,11.296417,8.136278,6.496717,6.221583,,,2.585041,19.195562,,,1.025956,18.262248,,,,4.453773,,,4.210251,,,3.251376,3.274648,9.911187,8.772679,6.53956,12.057242,9.247326,14.097761,,4.710504,7.75579,9.774007,,,,5.543125,10.899908,,4.730198,4.75353,7.419676,,5.656753,1.667222,,14.365691,11.845317,4.294612,6.733925,78.049549,5.69237,5.499231,6.06425,11.913801,35.131913,,,9.919558,,,2.972555,,,5.431341,7.207325,4.916128,,4.83332,8.455725,16.830425,,5.031186,4.705244,2.444444,1.796989,3.594227,,,,,3.291667,,,3.493778,,4.256153,6.288977,,10.1875,2.997515
30-Nov-95,,,5.561713,9.76228,,,,279.138361,0.772432,14.83333,,,5.5625,20.497934,,7.298747,,,12.280545,11.984282,5.682129,6.632775,6.349424,,,2.740423,20.753317,,,1.138514,16.42477,,,,4.583243,,,4.256522,,,3.18806,3.606259,10.393628,9.754237,7.797168,12.83187,9.755422,14.464887,,4.900827,8.152072,10.699874,,,,5.561664,11.473587,,4.827041,4.61128,8.189439,,5.766592,1.791724,,14.988937,13.261511,4.724073,6.925115,84.136979,5.706965,5.534538,6.190151,9.614647,27.056374,,3.6875,10.118746,4.9513,,3.214117,,,6.191443,7.83696,5.112059,,5.269924,8.845989,17.519847,,4.893614,4.623414,2.291666,1.732482,4.49278,,,,,3.395831,,,3.493778,,4.480328,6.501216,,11.125,3.154365
31-Dec-95,,,6.003928,11.678801,,,,287.954376,0.704675,15.11111,,,6,22.559508,,8.032198,,,11.810477,12.560449,5.394706,6.584866,6.708707,,,2.274269,20.450349,,,1.076026,13.724808,,,,4.478196,,,4.395321,,,3.210355,3.414622,10.613688,9.121841,8.084621,13.5893,9.552182,16.197209,14.324481,4.995989,8.269982,9.97199,,,,5.709975,12.840247,,4.350292,3.734069,8.050635,,5.766592,1.862092,,14.699596,13.296502,5.081957,6.381968,86.093654,6.050007,5.749239,5.938349,7.263238,19.785159,,4.5625,11.094766,5.784688,,3.215422,,,6.764725,7.878415,5.711787,,4.823612,8.611831,17.348084,,4.834655,4.725701,2.597222,1.686405,4.135021,,,,,3.104167,,,2.745111,,4.665677,6.147184,,11.75,2.973958
31-Jan-96,,,6.400017,12.397496,,,,301.574015,0.718226,13.77778,,,5.375,26.034732,,8.916242,,,10.40027,12.963761,6.831821,6.550569,6.970085,,,2.84412,20.197875,,,1.236258,12.824821,,,,4.504384,,,4.256522,,,3.813778,3.449465,11.224417,9.797532,8.583268,14.470402,10.98706,15.071199,14.842679,4.900117,9.006353,9.97199,,,,5.265042,13.324785,,3.96294,3.508843,8.133917,,6.455,1.937878,,16.041599,13.961327,5.711834,7.349448,87.23505,5.987635,5.868518,5.665563,8.22122,17.101368,,4.96875,11.234953,5.784688,,3.377542,,,7.338007,7.633059,5.658239,,5.510244,9.626671,18.664935,,4.498185,4.88646,2.263888,1.560641,4.719313,,,,,2.666666,,,2.620333,,4.742373,6.919606,11.324289,12.5625,3.078925
29-Feb-96,,,6.295784,12.693477,,,,301.574015,0.582712,13.66667,,,5.5,25.504613,,9.446671,,,9.695167,13.926084,6.831821,6.413382,7.057211,,,2.886573,21.208745,,,1.234955,11.062348,,,,4.844831,,,4.580385,,,4.042148,3.309883,11.547056,9.521113,9.45246,14.605956,11.745497,16.999419,15.366636,5.539263,9.100762,10.242472,,,,5.376275,12.476844,,3.307416,3.390301,8.440973,,6.205666,1.707824,,16.353688,15.63501,5.854988,7.327973,85.658829,5.733719,5.466295,6.767201,6.68845,15.97792,,5.0625,11.735007,5.686642,,3.404565,,,5.961053,8.268303,5.658239,,5.638223,9.600516,16.484289,,5.030865,5.176335,2.25,1.626057,5.530318,,,,,3.395831,,,2.620333,,4.61444,6.908086,11.206328,12,3.096416
31-Mar-96,,,6.53292,14.016967,,,,291.707793,0.718226,11.77778,,,5.6875,28.744229,,9.044957,,,7.873651,14.215007,5.615801,6.6062,7.382675,,,2.929018,20.802836,,,1.19895,10.499856,,,,5.637445,,,4.996784,,,4.042148,3.449984,10.256502,9.699874,9.162729,14.722986,11.561013,16.392297,14.620683,5.752312,9.709583,10.974078,,,,4.597642,13.363614,,3.277621,3.307318,8.665317,,6.150258,1.797135,,15.947971,16.618786,6.084034,7.805144,87.593979,5.480295,5.151863,7.050482,6.305258,15.790679,,6.0625,12.74144,5.735665,,3.510966,,,5.499552,9.398586,5.759293,,5.620984,10.332976,18.213411,,5.701647,5.693968,2.277777,1.79427,5.350471,,,,,3.812501,,,2.370778,,4.691561,7.101771,10.739273,10.5,3.162959
30-Apr-96,,,6.480492,15.280299,,,,284.697374,0.677572,11.11111,,,5.8125,32.278355,,8.918279,,,9.636409,13.75273,6.522288,6.709962,7.338201,,,2.777773,19.331416,,,1.189768,12.14983,,,,5.42571,,,5.104304,,,4.202007,4.045412,10.358388,9.576701,9.588344,15.54093,11.402505,15.785175,14.583385,5.699049,9.482902,12.36413,,,,5.079653,13.78882,,3.03925,3.793344,8.665317,,6.230794,1.678051,,15.50664,16.302573,6.356026,7.430224,85.487283,5.416939,4.789055,6.483927,8.047041,18.162401,,6.96875,14.210832,7.05928,,3.585808,,,5.845678,8.952961,5.973925,,5.345106,10.195515,18.386323,,6.133197,6.000978,2.208333,1.966049,5.350471,,,,,4.020832,,,2.620333,,5.269973,7.639893,9.900891,11.125,3.180533
31-May-96,,,6.941883,15.142372,,,,293.655001,0.935049,11.22222,,,6.09375,33.692006,,9.931715,,,9.460133,13.677389,6.146428,6.848314,7.382675,,,2.749426,19.030649,,,1.205508,11.924833,,,,5.478643,,,4.408263,,,4.018824,3.871242,10.869493,9.453528,9.697717,15.54093,11.567757,16.218834,15.561514,5.592525,9.652913,11.976648,,,,5.042575,13.849564,,3.069044,3.532551,8.777805,,6.538143,2.357391,,15.194004,15.448104,5.955195,8.107791,85.930802,5.633548,4.847152,6.956053,7.524506,16.0625,,7.53125,13.485396,7.255371,,3.783131,,,5.808005,8.831434,6.152782,,5.836745,9.617417,18.494478,,6.429965,6.105525,2.194444,2.060571,4.925272,,,,,4.020832,,,2.745111,,5.11617,7.866503,9.34197,10.875,3.198102
30-Jun-96,,,7.277444,15.86631,,,,307.557499,0.840189,7.88889,,,6.4375,34.516636,,9.564924,,,8.108685,13.967164,5.615801,6.659746,7.800204,,,2.777773,19.438813,,,1.245961,7.799894,,,,5.292072,,,3.990638,,,4.018824,3.519311,10.750234,9.540138,9.296684,15.040715,11.671044,17.97654,16.012572,5.539263,10.904179,12.454243,,,,4.050742,13.065075,,2.949859,2.892425,8.777805,,7.096958,2.300548,,15.725479,16.118227,5.983826,7.817005,85.154654,6.341765,5.117805,6.389498,6.479436,12.9375,,8.25,13.626922,7.500485,,3.692844,,,5.536964,8.791596,6.093139,,6.061903,9.380923,17.103044,,6.41018,5.415517,2.180555,1.890432,5.240131,,,,,3.208331,,,2.745111,,4.986973,7.380916,10.04083,9.8125,3.193582
31-Jul-96,,,6.936722,14.177121,,,,293.524416,0.867292,7.72222,,,6,30.746901,,8.954398,,,6.345928,14.430804,5.726348,6.788743,8.072304,,,2.740993,17.755136,,,1.125725,6.67491,,,,4.784247,,,2.923373,,,4.069384,2.903432,11.022614,9.787132,8.702361,14.184182,11.575957,16.760735,15.899807,5.592525,10.507323,10.249953,,,,4.226864,11.846886,,3.799056,2.264148,8.74949,,6.599057,1.878333,,13.938874,16.576732,5.869303,6.961753,84.045858,5.826698,4.625708,5.256388,5.260188,9.4375,,7,12.939511,7.181837,,4.110772,,,5.846725,8.425278,5.949768,,5.906025,9.242941,17.566855,,6.21001,5.480693,1.930555,2.017027,4.452985,,,,,3.020831,,,2.121222,,4.986973,7.478033,9.349761,9.6875,2.946564
31-Aug-96,,,7.010516,14.656798,,,,296.252966,1.043461,9.38889,,,6.375,29.451054,,9.488609,,,7.286065,14.789886,6.190647,6.94216,8.661855,,,2.840408,17.500334,,,1.227463,7.087401,,,,4.97134,,,2.969774,,,4.284822,2.991699,10.219415,10.250245,8.628924,14.095385,12.387939,16.95487,15.980594,5.858836,11.093164,11.51797,,,,4.551292,12.395071,,4.372641,2.299715,9.174568,,7.050275,1.878333,,14.283427,17.486408,5.840672,6.871807,89.589782,5.695234,4.710646,6.074745,5.504037,11.375,,7.84375,13.64714,6.520029,,4.316312,,,6.234665,8.628787,5.806402,,5.950375,9.242941,18.665579,,6.706017,5.671142,1.847222,2.093502,4.095129,,,,,3,,,1.871667,,5.259062,7.823436,9.268459,9.6875,3.299445
30-Sep-96,,,7.713448,14.717364,,,,314.515676,1.070563,11.38889,,,7.0625,32.042747,,10.801148,,,7.814892,14.470256,6.013771,7.119473,9.186108,,,2.61318,19.450517,,,1.275741,7.987388,,,,5.051239,,,3.20179,,,4.452385,3.115616,10.578291,10.800595,9.179706,15.301591,13.345659,17.215714,17.874029,6.178409,12.496336,12.403967,,,,5.246503,12.918148,,4.45458,2.619774,10.060586,,7.501492,1.840439,,15.84959,18.654528,6.241503,7.558987,90.920326,5.793427,4.760759,6.830152,6.270422,15.25,,8.1875,13.727215,7.549507,,4.691979,,,6.838492,9.512211,6.391857,,6.61153,9.771113,19.832178,,7.003622,5.290244,2.111111,2.103061,4.117629,,,,,2.770833,,,1.497333,,5.246076,7.758506,9.270485,11.3125,3.436701
31-Oct-96,,,8.20084,17.256049,,,,339.099321,0.907946,12.83333,,,6.53125,28.979837,,11.184167,,,7.462341,14.920636,5.792676,7.429012,9.555398,,,2.846307,20.425609,,,1.388816,7.312398,,,,5.294346,,,3.123902,,,4.599925,3.363449,11.33043,10.305439,8.988443,18.162024,14.381839,17.737402,19.085828,6.551244,11.872466,11.185721,,,,5.190886,13.528934,,4.320497,2.507165,10.660791,,7.873322,1.721356,,16.535968,18.548335,5.726149,8.091552,90.920326,5.989815,5.061439,6.546878,6.758121,12.5,,7.75,16.10308,7.794621,,4.960684,,,6.078798,10.24865,6.050721,,5.793786,9.976948,19.890507,,6.847515,5.356233,2,2.078249,4.050121,,,,,2.364581,,,1.622111,,4.479941,8.083132,9.974049,9.8125,3.454412
30-Nov-96,,,8.815371,17.802896,,,,359.000554,1.016358,11.44445,,,7.5625,34.398831,,11.822535,,,11.105374,16.37141,7.760418,7.699858,10.155496,,,3.444034,23.197152,,,1.50455,10.762347,,,,5.186298,,,3.217155,,,4.86907,4.272075,12.718879,10.614911,9.321349,19.47162,15.849375,19.563311,20.836751,6.497982,12.647575,12.052118,,,,6.877924,14.384037,,5.691141,3.615527,12.062422,,8.356522,1.818787,,18.544134,20.807785,6.470549,9.427697,93.803169,5.852622,5.198189,8.08917,9.893332,16.5625,,6.78125,16.935647,7.990712,,5.119148,,,6.23567,11.455573,6.679133,,6.50272,11.091394,19.946814,,7.559841,5.613332,1.958333,2.126581,4.477638,,,,,2.291666,,,1.622111,,4.883531,9.405805,10.59484,8.75,4.021293
31-Dec-96,,,8.423381,16.769963,,,,338.229435,1.192526,10.38889,,,8.0625,36.696014,,12.321764,,,11.457925,16.779239,6.51123,8.230188,11.013113,,,3.643276,23.042504,,,1.462532,8.437382,,,,5.103856,,,3.263779,,,4.795667,4.076271,12.924575,10.644408,8.840485,19.553232,14.989821,20.019405,20.570102,6.817555,13.220559,11.495867,,,,6.414452,14.177697,,6.063596,3.408084,11.630593,,8.242828,1.726767,,17.508675,19.032377,6.556441,9.134697,94.024921,6.01889,5.147226,8.529824,9.893332,14.5625,,7.59375,16.286689,6.740632,,5.089963,,,5.961144,10.325045,6.836011,,6.223036,12.040779,19.008141,,7.605797,5.527632,2.152777,2.319906,3.961884,,,,,1.916666,,,1.871667,,4.413458,9.373257,10.894329,9,4.286371
31-Jan-97,,,8.817399,19.013415,,,,378.457621,1.185753,11.77778,,,9.0625,32.278355,,12.116824,,,14.513372,17.376422,8.04784,8.308191,10.966249,,,4.26946,24.279685,,,1.623102,12.112328,,,,5.567842,,,2.704273,,,4.797586,4.806084,13.558805,10.272009,8.572967,20.244159,15.611756,19.148996,22.360463,7.243652,14.217062,12.793788,,,,8.342495,14.45329,,6.815956,4.682405,12.062422,,8.878828,2.42505,,18.322379,19.991097,6.642333,10.51352,92.916135,6.01889,4.688562,9.736352,11.878966,17.375,,7.40625,18.121234,6.618075,,6.128734,,,5.84349,12.718809,7.159822,,6.38036,13.239529,19.184142,,7.971041,5.570957,1.847222,2.314244,3.961884,,,,,2.229168,,,2.246,,5.066337,10.435796,10.557825,8.125,4.588724
28-Feb-97,,,8.764152,17.307083,,,,378.066921,1.057012,9.88889,,,9.4375,24.974494,,13.320826,,,12.809373,18.879415,7.981512,8.893273,11.247434,,,4.27518,27.422092,,,1.636483,11.437337,,,,5.595136,,,2.704273,,,4.972498,4.504417,14.039667,10.582342,10.138466,22.31694,16.898673,21.934305,22.855669,7.669749,13.958185,13.038304,,,,7.359935,13.075328,,6.681873,4.800947,12.416991,,8.907469,2.411518,,18.668082,20.596084,7.816194,10.619513,94.634752,6.288244,4.676669,7.805869,11.565444,18.875,,7.53125,16.468301,5.29446,,6.523463,,,6.745277,13.705083,7.519615,,6.670836,13.98542,19.650391,,8.523946,5.701018,1.826388,2.226362,4.233973,,,,,2.166667,,,1.996444,,4.844903,10.370575,10.179257,9.3125,4.748799
31-Mar-97,,,8.498076,18.708713,,,,367.042439,0.9486,10.22222,,,8.875,20.38013,,13.15252,,,13.573234,18.689598,8.622686,8.24757,11.360631,,,3.648156,26.490776,,,1.571129,10.124858,,,,5.429246,,,2.937402,,,4.747611,5.201529,12.218119,10.422927,9.057526,21.370531,15.843826,20.480617,22.097585,7.243652,12.346358,12.740285,,,,7.174546,13.020054,,5.363379,4.397904,11.314548,,8.535131,2.44129,,18.322379,20.311017,7.529886,9.650958,94.322342,5.645896,4.234984,7.554067,10.172018,20.1875,,6.6875,17.55255,5.686642,,6.657605,,,6.705831,12.783224,7.209075,,6.126635,12.760029,18.411177,,8.500908,5.440895,1.888888,2.031067,3.986245,,,,,1.958332,,,1.622111,,4.884293,9.71834,9.209981,3.5,4.51041
30-Apr-97,,,9.504149,16.819559,,,,401.83138,0.9486,10.22222,,,8.75,24.738886,,12.330489,,,15.394751,18.806408,8.666905,8.993781,11.122961,,,4.175433,29.957342,,,1.618209,8.699881,,,,4.850493,,,2.906279,,,4.822573,5.022782,12.665102,11.262984,8.75546,20.399143,15.649934,20.044859,22.825236,7.403438,12.090916,14.826415,,,,7.841946,11.945285,,5.586853,5.20399,12.097863,,9.059503,2.024487,,20.590677,20.596084,8.675116,10.584922,94.096151,5.409242,4.105076,8.980946,12.401501,17.625,,7.40625,18.12536,5.441528,,7.09588,,,7.21863,12.309008,7.136983,,6.899046,14.064151,19.945442,,9.166489,6.098578,2.111111,2.347886,4.954656,,,,,1.937501,,,1.746889,,4.897422,9.424833,9.167144,3.25,5.000673
31-May-97,,,10.338973,18.343274,,,,423.330015,1.138321,13.66667,,,9.875,27.448383,,13.101145,,,19.272818,18.794704,9.484955,8.915231,11.265563,,,4.637718,31.19979,,,1.869751,10.912347,,,,5.12609,,,3.140653,,,4.904312,5.131146,13.406053,12.227494,8.75546,20.884837,16.053394,23.705225,24.024214,7.509962,13.226212,15.744357,,,,7.971718,13.142885,,6.346665,6.187892,12.71993,,9.232615,2.089443,,20.622164,21.953255,9.276362,11.524505,96.471175,5.706674,4.037273,8.897012,13.254975,21.125,,8.0625,19.557516,6.544541,,6.887176,,,7.729053,12.741996,7.245119,,7.701605,14.866289,22.721118,,8.797059,6.581199,2.111111,2.387346,4.641317,,,,,2.562498,,,1.871667,,5.59543,8.399533,9.124307,3.53125,5.883143
30-Jun-97,,,11.130987,18.924144,,,,467.449116,1.314489,12.38889,,,11.3125,33.868712,,15.228527,,,18.567714,19.731506,8.677956,9.292967,12.391538,,,4.623447,32.18614,,,1.919029,11.118598,,,,5.58512,,,3.398471,,,4.96817,5.20291,13.802376,11.726446,9.356694,22.373624,16.488706,27.659586,25.487227,7.589856,13.004743,18.156498,,,,8.43519,13.687233,,5.318681,6.715402,13.070825,,10.386692,2.203116,,20.212867,24.027015,8.81827,11.958409,98.393821,5.895751,4.462249,8.917995,13.585914,20,,8.96875,20.522052,6.127847,,7.086719,,,8.442504,13.590899,7.078425,,8.706162,15.935801,23.0474,,9.466651,6.668949,2.333333,2.540255,4.663846,,,,,2.958333,,,2.058833,,5.859365,9.870269,9.64602,3.109375,5.87326
31-Jul-97,,,12.055756,21.61056,,,,499.904449,1.300938,13.86111,,,12.46875,26.741557,,16.903405,,,21.916954,21.034261,8.379482,9.917753,12.656727,,,5.365479,36.001755,,,2.15688,15.862278,,,,5.58512,,,3.585971,,,5.397218,6.171728,14.940094,12.350193,8.86459,24.604016,19.4157,27.048806,26.834739,8.495312,14.140532,19.259723,,,,10.252,14.487836,,6.659524,8.712833,14.547506,,11.877955,2.002835,,20.389153,26.386811,9.304993,14.606595,102.012892,5.75824,4.99347,10.575693,16.877885,24.25,,8.95312,25.077948,7.255371,,7.893935,,,9.978168,15.697341,7.818774,,9.596162,17.96868,26.636506,,10.504968,7.247073,2.375,2.786361,5.227109,,,,,2.875001,,,2.308389,,6.519203,9.625146,10.431669,3.984375,6.208489
31-Aug-97,,,10.755627,20.844229,,,,442.990469,1.328041,13.05555,,,13.4375,24.915592,,17.135312,,,26.176952,21.44708,8.401592,11.266215,12.343322,,,4.885807,39.013133,,,1.982545,16.94976,,,,5.222993,,,3.773471,,,5.449365,4.793232,14.085141,11.367791,8.485762,22.991558,19.009646,25.260095,24.68569,8.308895,15.049157,19.286767,,,,10.252,14.272289,,7.229386,8.949917,14.281651,,12.023162,2.002835,,19.379948,23.688243,10.035077,13.405338,108.572481,5.666584,5.159738,11.121265,19.751828,22.25,,8.32812,25.016381,6.985746,,7.579436,,,11.739472,14.532852,8.125745,,8.497163,16.681372,25.149727,,10.435552,7.623832,2.486111,2.577383,5.048911,,,,,2.8125,,,2.8075,,6.064679,10.121047,10.388022,4.703125,6.2219
