date,NYSE:NEE,BME:AENA,ASX:TCL,TSX:ENB,BIT:ATL,TSX:TRP,BME:IBE,BIT:ENEL,NYSE:D,NYSE:DUK,ENXTPA:GET,NYSE:SO,NZSE:AIA,ASX:SYD,NYSE:WMB,NYSE:KMI,LSE:NG.,NasdaqGS:AEP,ASX:ALX,NasdaqGS:EXC,ASX:QUB,NasdaqGS:XEL,NYSE:SRE,NYSE:PAC,NYSE:WEC,NYSE:ES,NYSE:PEG,ENXTPA:ADP,SWX:FHZN,NYSE:AWK,XTRA:RWE,NYSE:OKE,NYSE:ED,NYSE:ASR,TSX:PPL,XTRA:EOAN,LSE:SIG,ENXTPA:ENGI,AMEX:LNG,NYSE:PPL,NYSE:MIC,SEHK:152,NasdaqGS:OMAB,NYSE:FE,SEHK:144,XTRA:FRA,SEHK:177,SEHK:694,BIT:AT,SEHK:576,SEHK:1199,BIT:ENAV,TSX:IPL,NYSE:TRGP,ENXTAM:VPK,TSX:KEY,SEHK:384,SGX:NS8U,SEHK:548,SEHK:357,NYSE:ETRN,SEHK:1052,NYSE:UGP,SEHK:270,ENXTPA:GTT,TSX:WTE,TSX:GEI,SEHK:1193,XTRA:HHFA,NYSE:ENIA,SEHK:135,NYSE:SBS,SEHK:371,SEHK:1816,NYSE:EBR,SEHK:836
31-Jul-03,4.438456,,1.696439,6.530553,,12.399548,1.936936,1.723252,14.953941,13.57738,,12.876343,0.714254,0.408722,2.780935,,1.528788,13.771556,,14.966266,,7.338849,16.659545,,8.424552,9.499091,10.360973,,5.594392,,12.149699,4.131724,18.201759,8.903934,6.843169,6.765617,0.849177,,2.31,8.616794,,1.215842,,15.825162,3.640007,15.221034,1.463647,1.480448,6.273594,1.504888,3.718101,,1.882672,,3.816946,3.5718,0.620486,,1.027605,2.484698,,0.727221,0.581619,0.861,,1.888136,,1.393854,,1.570454,0.482728,0.925875,0.526122,,1.438386,
31-Aug-03,4.494973,,1.633056,6.681561,,12.223459,1.97132,1.689761,15.234033,13.424484,,12.849178,0.749967,0.416291,4.00325,,1.533739,14.072646,,15.468039,,7.42501,17.808892,,8.785672,9.851203,10.765241,,7.284518,,11.826671,4.157473,18.372163,8.803291,6.969152,6.924393,0.909183,,2.96,8.634206,,1.602469,,13.740244,4.398342,16.264954,1.429343,1.497465,6.160508,1.556075,3.920906,,2.03375,,3.804029,3.672237,0.713983,,1.094623,3.031645,,0.769771,0.618749,0.831912,,1.926344,,1.504477,,1.757726,0.542242,1.09041,0.544265,,1.716783,
30-Sep-03,4.592343,,1.630039,6.301999,5.448005,12.396148,1.840153,1.625824,15.565973,13.998247,,13.28835,0.78806,0.438998,4.130407,,1.526808,14.91273,,16.676069,,7.840608,17.724628,,9.216815,10.221978,10.812248,,9.668408,,11.01187,3.995056,18.943824,8.702648,7.03787,6.159917,0.901054,,3,8.997894,,1.602469,,14.979965,4.499454,15.652072,1.520821,1.557537,5.961261,1.809017,3.965974,,2.051258,,3.739444,3.480778,0.824481,,1.027605,3.361376,,0.831662,0.68589,0.849365,,2.045123,,1.681475,,1.899001,0.548855,1.061202,0.453554,,1.902381,
31-Oct-03,4.631581,,1.588047,6.778412,5.687232,13.301012,1.827418,1.638003,15.490532,14.265479,,13.649602,0.805141,0.469274,4.472416,,1.490172,14.012995,,16.662939,,8.311957,16.782856,,9.874082,10.746767,10.521347,,9.889822,,11.522929,3.974824,18.809043,10.230052,7.140947,6.3922,0.956276,,3.25,8.771573,,1.704213,,16.149248,5.387031,15.018984,1.78382,1.968316,5.88587,2.015762,4.823643,,2.030257,,4.136639,3.703623,0.815981,,1.116962,3.361376,,0.924433,0.735258,0.930811,,2.176011,,1.725724,,2.273545,0.694335,1.09041,1.01596,,2.830372,
30-Nov-03,4.66158,,1.603317,6.859155,6.11603,13.800418,1.832512,1.62278,15.318775,14.402923,,13.406841,0.808795,0.438998,4.112868,,1.556512,13.939443,,16.363867,,8.464005,17.09678,,9.919978,11.467699,10.559962,,9.734832,,12.969321,3.958837,18.987427,9.679476,7.329922,6.953796,0.877124,,2.975,8.982513,,1.653341,,16.449886,5.079201,15.611662,1.669473,1.882737,6.198203,1.974413,4.686478,,2.214008,,4.84384,3.68793,0.688484,,1.094623,3.204302,,0.924433,0.710903,0.907541,,2.208733,,1.792098,,2.115842,0.734011,1.202372,0.743828,,3.271168,1.653894
31-Dec-03,4.79875,,1.70257,7.083397,6.27852,13.917762,1.995516,1.641048,16.223617,16.327038,,13.855721,0.853863,0.456923,4.310244,,1.585227,15.359061,,17.565614,,8.795988,18.304418,,10.1475,11.59416,11.425306,,9.594603,,15.235336,4.412475,20.264249,10.419497,7.501717,7.606542,0.918541,,5.85,9.705974,,1.627905,,16.710995,5.258768,15.355733,1.886733,1.814274,6.350493,2.253518,4.732199,,2.371765,,4.898541,3.92333,0.628985,,1.239828,3.39279,,0.944102,0.838602,0.907541,,2.460008,,1.792098,,2.446864,0.879491,1.390985,0.76197,,3.711964,2.067368
31-Jan-04,4.822956,,1.698753,6.727249,6.183736,13.503424,1.995916,1.762832,16.307493,17.348975,,13.808901,0.808795,0.467191,4.4507,,1.552552,16.43636,,17.729729,,8.972115,18.962062,,10.03829,11.065324,11.853103,,11.447099,,15.630684,4.57195,20.650593,11.455527,7.518896,7.565377,0.969162,,7.73,10.14302,,1.729649,,17.812402,5.617904,17.174175,1.738081,1.797158,6.202552,2.067448,4.937947,,2.509169,,4.997169,3.92333,0.628985,,1.206319,3.832596,,0.973605,0.775411,0.959899,,2.504118,,2.61071,,2.187549,0.826589,1.202709,0.725686,,2.714374,1.86776
29-Feb-04,4.860941,,1.71784,6.905875,6.63059,13.832897,2.147259,1.893751,16.133845,17.752411,,14.049862,0.812449,0.467191,4.156621,,1.707015,17.552996,,17.919846,,9.049818,19.303062,,9.862307,11.147257,12.296551,,13.351259,,17.134932,4.475231,21.08509,12.994771,7.616247,7.997601,1.017022,,8.38,10.322719,,2.085754,,18.523227,5.823124,16.298629,1.875298,2.002547,6.235428,2.604984,5.418025,,2.740634,,5.089222,4.014351,0.594986,,1.318015,5.057771,,0.983439,0.793906,0.872635,,2.748423,,2.765583,,2.383698,0.826589,1.350988,0.743828,,2.528775,2.495099
31-Mar-04,4.949793,,1.815236,7.093527,6.562885,14.247029,2.17313,2.003357,16.51132,18.269786,,14.133271,0.82322,0.438954,4.204852,,1.703054,16.749119,,18.381587,,9.323006,19.512315,,9.810432,10.805424,12.399702,,15.019244,,17.612242,4.54374,21.051675,12.343552,7.587614,7.879989,0.937869,,8.67,10.205558,,1.780521,,18.739004,5.617904,15.140214,2.081124,1.899853,6.191593,2.377565,5.486608,,2.597999,,4.697996,3.766397,0.569487,,1.3415,4.492306,,0.953936,0.793906,0.779554,,2.677444,,2.146093,,2.137681,0.714173,1.289456,0.807326,,2.853572,2.580646
30-Apr-04,4.710633,,1.77995,6.674302,6.951058,13.677752,2.127857,2.024669,16.385495,17.024854,,13.489221,0.843087,0.462057,4.525599,,1.694143,15.487339,,17.866465,,8.757658,19.481636,,9.581573,10.63161,11.322844,,15.056146,,18.024924,4.261936,19.672098,11.57393,6.814536,8.422042,0.962745,,7.62,9.590091,,1.442448,,18.748594,4.720065,15.860856,1.612299,1.643116,6.936776,2.051196,4.572173,,2.423061,,4.767036,3.512165,0.535488,,1.092194,3.745105,,0.904764,0.71351,0.762102,,2.536526,,1.752829,,2.011349,0.621595,1.190667,0.625904,,2.389577,2.381038
31-May-04,4.720259,,1.772109,6.759694,7.195292,13.79866,2.144673,2.039892,16.336255,16.349427,,13.564265,0.834395,0.500562,5.232998,,1.711966,16.349023,,17.93177,,8.89376,20.475659,,9.774629,11.15411,11.127532,,15.093049,,18.00999,4.347378,19.009891,11.171359,6.459493,8.671809,0.962745,,7.545,9.657233,,1.468206,,18.881082,5.252746,15.96188,1.723407,1.651453,7.967995,2.251056,4.96547,,2.381474,,4.593637,3.421144,0.509988,,1.163424,3.905152,,0.874558,0.637804,0.797007,,2.610508,,1.955079,,2.057892,0.668737,1.011807,0.544265,,2.107177,2.452326
30-Jun-04,4.781097,,1.90933,6.539517,7.43944,13.438209,2.244275,2.118735,16.364792,16.636403,,13.672142,0.836879,0.528799,5.233024,,1.732479,16.467382,,17.926385,,8.855858,21.279826,,10.020455,11.370185,10.7067,,15.941802,,19.239528,4.473507,19.251993,11.240787,6.700006,9.031231,1.032866,,9.785,10.371825,,1.54548,,18.111315,5.543099,15.746232,1.782834,1.668837,8.559678,2.335207,5.058719,,2.540747,,4.624352,3.73501,0.620486,,1.210911,3.809124,,0.854454,0.682021,0.81446,,2.674729,,1.86519,,1.981428,0.621453,1.136593,0.217706,,2.411548,2.509357
31-Jul-04,5.033796,,1.991662,6.72613,7.471681,13.565464,2.241472,2.105875,16.463375,17.62852,,13.901583,0.879095,0.589008,5.342962,,1.772178,16.009383,,18.793357,,9.062547,22.095666,,9.879105,10.920516,10.431209,,15.425169,,20.259995,4.319484,19.837881,12.942095,6.596929,9.00534,0.993067,,9.195,10.473509,,1.519722,,18.929495,5.78066,17.331838,1.509466,1.773139,8.869607,2.419359,5.175279,,2.43224,,4.897376,3.917053,0.586486,,1.258398,4.0652,,0.854454,0.753708,0.785372,,2.83629,,1.910135,,1.978103,0.668737,1.205225,0.308417,,3.254419,2.281234
31-Aug-04,5.225484,,2.195533,7.126493,7.582236,13.993044,2.213784,2.041573,17.004057,18.379114,,14.409599,0.915104,0.628275,5.233115,,1.888219,17.029361,,20.010581,,9.354033,22.34289,,10.130204,11.292389,11.324548,,14.945439,,20.03599,4.84605,20.714659,12.881334,6.80881,8.880457,0.987382,,8.645,10.807938,,1.442448,,19.668079,6.255783,17.798596,1.497581,1.894825,8.818891,2.230018,5.455024,,2.577208,,4.777928,3.954717,0.501488,,1.246526,4.353285,,0.834349,0.954715,0.733014,,3.005031,,2.022496,,2.200848,0.675492,1.25722,0.244919,,3.137353,2.352522
30-Sep-04,5.159033,,2.182452,7.144099,7.941542,14.222532,2.201917,2.11552,17.098393,19.001713,,14.23393,0.886545,0.678014,5.325542,,1.898398,16.628732,,19.923697,,9.289541,22.524468,,9.867282,11.421984,11.545132,,16.015607,,19.154904,5.352046,20.63612,13.428183,7.140947,9.046461,1.026604,,9.88,10.752333,,1.493964,,20.078645,6.285698,18.457549,1.604551,1.928008,9.354223,2.162002,6.141485,,2.685491,,4.771103,4.080263,0.526988,,1.258398,4.129219,,0.892407,1.106666,0.817421,,3.265211,,2.112384,,2.406969,0.810591,1.227063,0.158744,,3.699267,2.567504
31-Oct-04,5.20283,,2.552223,7.161706,7.900085,14.212245,2.262569,2.279489,16.854692,20.363129,,15.168102,0.916726,0.740841,5.505994,,1.927918,17.133421,,21.514769,,9.171545,20.875122,,10.096179,11.38664,11.542422,,15.956563,,20.668181,5.568505,21.328245,13.920347,7.324195,9.713523,1.013173,,12.42,11.850812,,1.442448,,20.200837,6.15196,19.638174,1.568894,1.963063,10.114958,2.22559,6.354075,,2.721884,,4.866661,4.284276,0.85848,,1.329628,4.128922,,0.892407,1.090013,0.799651,,3.50235,,2.000023,,2.513355,0.803836,1.045084,0.136066,,3.558789,2.553161
30-Nov-04,5.360577,,2.580358,7.85692,8.448252,15.112405,2.331131,2.262473,17.327384,21.214784,,15.744288,0.995886,0.808905,7.336924,,1.949294,17.961552,,22.870778,,9.686439,23.01616,,10.354894,10.83409,11.921839,,19.189206,,19.906565,5.796892,21.798036,16.842952,7.616247,9.644989,1.111036,,28.43,11.839417,,1.54548,,20.831119,6.633418,20.077476,1.675864,2.208446,9.664152,2.373963,6.590286,,2.947025,,5.54581,4.328218,1.087975,,1.353371,4.161433,,0.974467,1.280817,1.155052,,3.976626,,2.06744,,2.483434,0.844365,1.409043,0.199564,,3.713315,2.495786
31-Dec-04,5.697471,,2.692897,8.157533,9.074732,15.477914,2.46562,2.437806,17.928166,21.256743,,16.094801,1.018868,0.842804,7.192984,,2.019529,18.050913,,24.164833,,9.872804,22.984744,,10.491839,11.202556,14.207874,,21.698564,,20.259995,5.900705,21.748326,16.618136,7.816674,10.213058,1.096644,,31.85,12.240506,11.844226,1.54548,,19.489403,7.837062,21.546392,1.628322,2.31361,10.691504,2.267983,7.605993,,3.060857,,5.347867,4.516537,0.832981,,1.400858,4.258966,,0.943694,1.374485,1.540069,,4.657577,,2.044968,,2.829186,0.8241,1.585128,0.179154,,3.324658,2.424068
31-Jan-05,5.841527,,3.315881,8.596154,10.207921,15.477914,2.542856,2.431063,18.362211,22.481964,,16.21484,1.008653,0.928695,7.422594,,2.10198,18.529257,,24.263532,,9.867379,23.323123,,10.63812,11.113411,14.476828,,21.846173,,22.017188,5.803555,21.807978,16.168505,7.942657,10.465872,1.239601,,37.45,12.405918,11.840191,1.519722,,19.612723,8.211529,20.310855,1.652093,2.331137,11.676923,2.352767,7.676856,,3.145104,,6.119161,4.739382,1.28347,,1.460216,3.771298,,0.943694,1.346038,1.451219,,4.612935,,2.000023,,2.662959,0.790326,1.396649,0.25399,,3.043701,2.15154
28-Feb-05,6.048084,,2.914442,8.406224,9.65975,15.436363,2.665983,2.449608,19.247792,22.88131,,15.586715,1.098028,0.89917,8.314542,,2.054138,17.732518,,25.091798,,9.612422,25.065151,,10.87425,11.192428,14.970824,,23.912703,,22.823606,6.138779,21.526333,19.346305,8.06864,10.348603,1.185873,,37.2,12.529977,11.452782,1.54548,,20.552835,8.77323,22.445588,1.818491,2.208446,10.230123,2.395159,8.220141,,3.180163,,6.05773,4.817849,1.325969,,1.448345,3.54372,,1.04627,1.357129,1.451219,,5.152351,,2.134856,,2.918949,0.86463,1.609123,0.317488,,3.357436,2.381038
31-Mar-05,6.17497,,2.906209,8.544977,9.199104,15.649721,2.700781,2.488383,19.889118,23.746035,,15.445988,1.056382,0.877697,8.327765,,1.996117,18.082921,,25.384978,,9.435203,25.143475,,11.118545,11.55212,15.077446,,23.617484,,23.221837,6.457241,21.239316,17.043463,7.547529,10.080559,1.158048,,32.255,12.508044,11.299432,1.442448,,20.906678,8.184781,21.74545,1.699635,2.0507,9.763046,2.331571,8.007551,,3.025789,,6.231784,4.692303,1.215472,,1.413706,3.234864,,1.015497,1.296993,1.377177,,4.652124,,2.157329,,2.804878,0.830855,1.311808,0.33563,,3.043701,2.108509
30-Apr-05,6.278014,,3.050284,8.7167,9.387971,15.560504,2.699442,2.474896,20.148321,24.746403,,16.171698,1.038124,0.89917,7.535277,,2.095872,18.698781,,27.381923,,9.435203,25.484275,,11.043377,10.976612,16.105894,,25.890667,,23.690555,6.105054,21.79321,17.960954,7.730777,10.291737,1.091277,,27.7,12.570596,10.996769,1.390455,,21.689121,8.291772,21.484615,1.765767,1.951937,9.016863,2.350724,7.98393,,3.180316,,6.296627,4.777046,1.164473,,1.401413,2.967857,,1.066785,1.502594,1.229094,,4.092356,,2.077158,,2.901713,0.810591,1.385337,0.453554,,3.020288,2.481443
31-May-05,6.251868,,2.992654,9.24676,9.996277,15.927868,2.777066,2.461409,18.967544,23.527627,,16.662493,1.069423,0.982376,8.150673,,2.188502,19.136878,,26.131764,,10.121699,25.036186,,11.44008,11.973866,15.385149,,25.831623,,25.503818,6.526019,23.20754,18.587514,7.936931,11.107814,1.181889,,29.3,13.323534,12.064313,1.36422,,22.288189,7.93719,22.788793,1.778115,2.00566,10.245153,2.285426,7.242541,,3.383924,,6.521131,5.235291,1.130474,,1.376827,2.588631,,1.057155,1.396137,1.332752,,4.277685,,2.007919,,3.075348,0.794018,1.60446,0.340165,,3.491684,2.621579
30-Jun-05,6.525713,,3.141752,9.675876,10.369308,17.079744,2.920269,2.552454,19.798436,25.454015,,17.015865,1.246791,0.9919,8.434472,,2.202753,19.76959,,28.630596,,10.839778,26.261079,,12.290995,12.608523,17.026894,,28.045763,,27.419814,6.906792,23.885765,19.733744,7.959837,11.630294,1.215375,,31.1,13.866932,11.685502,1.36422,,24.205074,8.237221,24.878385,2.000379,2.220552,10.441288,2.307192,7.242541,,3.401559,,7.317417,5.128577,1.147473,,1.438292,2.934881,,1.130424,1.426205,1.368854,,4.55985,,2.146396,,3.486062,0.863669,1.61844,0.272132,,3.3171,2.519629
31-Jul-05,6.690174,,3.019456,9.772773,9.821567,17.794931,2.863859,2.504596,19.925228,25.291343,,17.355806,1.220708,0.928175,9.428852,,2.133535,20.750831,,29.852124,,10.778693,27.017571,,12.653421,13.043717,18.001139,,30.997948,,28.385518,7.453217,24.558891,21.288899,8.022828,12.059642,1.198632,,33.99,14.380695,11.693737,1.36422,,25.045283,8.619079,26.310437,2.037424,2.31009,10.423982,2.416022,7.338469,,3.708859,,7.748885,5.932075,1.147473,,1.475172,2.934881,,1.235092,1.33275,1.47415,,5.151939,,2.054078,,3.49274,1.016901,1.650901,0.379096,,3.208574,2.577886
31-Aug-05,6.740656,,3.015239,9.763938,10.133213,17.482368,2.840709,2.550682,20.815045,25.093393,,17.063153,1.143726,0.883844,9.99664,,2.133535,20.120305,,30.293792,,10.684289,28.492413,,12.415833,12.147994,18.071128,,31.588385,,27.830752,7.250626,24.212005,22.986558,8.910436,12.209598,1.207496,,39.05,14.927152,11.833732,1.390455,,25.889275,8.973661,26.184079,2.000379,2.292182,9.974026,2.285426,7.362451,,3.489598,,8.190877,6.063899,1.113474,,1.401413,2.654583,,1.214159,1.35006,1.459108,,5.171162,,2.007919,,3.57288,1.204958,1.714229,0.149068,,3.232167,2.59245
30-Sep-05,7.446165,,3.036324,10.388473,10.10016,18.963363,3.166179,2.541819,23.444142,25.249199,,17.737743,1.2537,0.90878,11.15935,,2.164072,21.484026,,30.040829,,11.01041,30.10762,,12.653563,12.16629,18.174809,,32.178822,,28.277647,7.254891,25.058471,24.721393,8.818812,12.064377,1.182611,,41.36,15.21467,11.816971,1.275021,,26.442269,9.491897,30.206459,2.284384,2.457461,9.864421,2.402926,7.442007,,3.543684,,8.239987,5.91952,1.028476,,1.339948,2.774362,,1.203692,1.426958,1.639616,,5.418685,,1.961223,,3.819976,1.163167,1.897662,0.212037,,4.671307,2.90047
31-Oct-05,6.735963,,2.698955,10.03996,9.009398,18.733666,3.042254,2.385836,20.70618,22.920768,,17.355806,1.105567,0.831201,9.934272,,2.102998,20.542409,,29.24821,,10.29173,28.341852,,11.991089,11.092973,17.759692,,31.588385,,27.368447,6.189723,23.484252,20.136473,8.223256,11.933363,1.159696,,37.23,14.748771,12.571245,1.233045,,24.098384,8.29166,29.66593,2.025076,2.258696,9.332525,2.028157,6.259172,,3.395579,,8.204908,5.655872,1.045476,,1.204724,2.505333,,1.097341,1.296257,1.511378,,4.544576,,1.727744,,3.64968,1.051726,1.752445,0.141358,,4.246643,2.724684
30-Nov-05,6.686394,,2.854988,10.168113,9.166216,19.331947,3.043616,2.435517,20.851177,23.528077,,17.402504,1.026598,0.86445,9.577886,,2.223633,19.9737,,29.481487,,10.392794,28.117933,,12.100209,11.436819,17.711685,,31.957408,,30.15255,5.907589,23.800458,19.417756,8.990607,12.755755,1.247371,,35.83,13.835796,12.864574,1.248786,,24.046454,8.980336,29.469374,2.1856,2.403252,9.067897,2.204519,6.382384,,3.545709,,8.692502,6.183168,1.113474,,1.241603,2.421261,,1.15061,1.326056,1.694575,,4.995474,,1.77444,,3.829993,1.128342,1.744677,0.115656,,4.230128,2.827226
31-Dec-05,6.555474,,2.886695,10.21308,9.69246,19.740705,3.14439,2.41911,21.19435,24.044889,,17.312257,1.116849,0.904391,10.355625,,2.358461,20.274344,,30.104655,,10.484111,28.87001,,12.454128,12.120073,18.506981,,34.821028,,32.130187,5.735293,24.213334,20.03734,9.133769,13.794399,1.309142,,37.22,13.954865,13.11813,1.275021,,25.085941,9.283354,31.519173,2.160904,2.565879,9.379569,2.116338,6.998444,,3.630459,,8.980148,6.826594,1.249471,,1.253896,2.774362,,1.15061,1.153056,1.770908,,4.885802,,1.821136,,3.669715,1.191028,1.932916,0.163847,,3.704016,2.563547
31-Jan-06,6.591753,,3.131627,10.123146,9.960364,19.078193,3.234388,2.539428,20.735871,24.833246,,17.447627,1.111208,0.887273,10.655076,,2.387501,20.400068,,32.529343,,11.02933,30.936753,,13.235301,12.237027,19.831553,,35.131008,,34.837239,6.147187,24.568721,19.331014,9.511718,14.511033,1.261319,,38.88,14.301364,13.927365,1.495395,,25.654331,11.101459,36.784068,2.568388,3.162174,9.467779,2.182474,7.787001,,3.574265,,9.748371,7.56418,1.29197,,1.438292,3.278791,,1.257148,1.252386,1.938839,,5.253462,,2.077963,,4.047038,1.497491,2.37633,0.128507,,4.199458,2.929768
28-Feb-06,6.613836,,3.122879,10.157962,10.247409,18.846583,3.654044,2.541251,20.807554,25.152566,,17.246714,1.054801,0.921509,9.64052,,2.489141,20.158966,,32.584615,,10.540904,30.801545,14.92555,13.105982,12.185563,19.766037,,38.009389,,36.912474,6.654015,24.275448,20.904757,10.50813,14.662567,1.06704,,39.65,15.094038,14.711045,1.600335,,26.396754,12.175793,45.102603,2.4943,3.198313,10.026436,2.447016,8.107352,,3.819488,,9.369521,7.432356,1.402468,,1.499758,3.564634,,1.342378,1.436367,2.167835,,5.01244,,2.101311,,4.097125,1.61938,2.258316,0.112444,,4.883639,3.046959
31-Mar-06,6.389449,,2.947928,9.53373,9.764221,18.307649,3.677512,2.544897,19.125772,25.816806,,16.608135,1.177185,0.96145,9.597001,,2.375056,18.789261,,30.182562,,10.429989,30.106027,16.558032,12.823788,12.129666,18.392849,,39.854505,,36.891927,7.015102,23.02119,20.681707,10.336335,14.334242,1.118848,,40.57,14.081917,13.842182,1.83645,,25.27019,12.341076,44.084723,2.469604,3.234453,9.96763,2.226564,7.639147,,3.685271,,9.786958,7.171847,1.274971,,1.499758,3.177905,,1.427608,1.520255,2.122036,,4.716153,,2.124658,,3.975699,1.88057,2.521843,0.366246,,5.261118,3.310638
30-Apr-06,6.303493,,2.886695,9.406046,11.793878,17.954219,3.564314,2.497499,20.743829,25.790237,,16.536924,1.177185,0.935774,9.839281,,2.387501,18.479973,,30.810177,,10.826501,29.820907,17.247302,12.522354,12.514735,18.00799,,40.298426,,36.178141,7.2467,22.820085,24.021263,9.649155,15.237137,1.077842,,42.85,13.909485,12.630991,1.915155,,26.205548,14.572386,42.098102,2.284384,3.252522,10.773273,2.072248,9.093049,,3.531957,,10.849842,6.685354,1.138974,,1.831671,2.959319,,1.331724,1.503991,1.984638,,4.548467,,2.264746,,4.093025,3.23876,2.789954,0.260227,,6.590859,3.398531
31-May-06,6.340104,,2.921685,9.88866,10.988869,18.215213,3.45802,2.535782,20.303251,25.264148,,16.403521,1.200267,0.867303,10.139888,,2.516107,19.136135,,32.534582,,10.786275,29.140508,17.840403,12.858603,12.674774,18.303815,,39.557646,,35.08311,7.374028,23.650051,21.53987,9.305564,15.271674,1.011118,,38.93,14.259138,12.025396,1.890411,,27.327226,12.876236,37.577312,2.292126,3.510978,9.637007,1.909419,8.013231,,3.712162,,10.086806,6.572362,1.096475,,1.875899,2.740733,,1.374009,1.305399,1.740375,,4.460433,,2.002082,,3.908655,2.764192,2.601069,0.240951,,4.528252,3.48498
30-Jun-06,6.647454,,3.155557,9.722656,10.654254,17.494536,3.717544,2.622722,20.921468,26.293693,,16.444568,1.252202,0.912356,10.523443,,2.491323,19.124967,,32.661019,,11.151313,29.673398,17.063568,12.997283,12.950448,19.154101,35.656109,39.557646,,34.246043,7.472816,23.832387,21.174254,9.305564,15.275067,1.085027,,39,15.612178,12.153138,1.863785,,28.260376,13.211409,39.804962,2.228456,3.639652,9.559289,2.148096,8.614224,,3.722469,,10.064918,6.810901,1.045476,,1.888574,2.69029,,1.395647,1.346487,1.849148,,4.593213,,1.906745,,3.771215,3.100856,2.753042,0.17991,,5.002415,3.905581
31-Jul-06,6.930188,,3.214582,10.358049,10.591216,19.087445,3.901444,2.688874,21.953694,27.144187,,17.332215,1.211808,0.915327,10.924379,,2.59566,20.169163,,33.275963,,11.65132,31.487208,16.034932,13.610059,14.034352,19.533591,35.700476,41.187362,,36.204464,8.238602,25.135553,21.344455,9.677787,16.014895,1.035755,,34.99,16.443538,11.298586,1.917036,,29.193526,13.155547,40.69745,2.292126,3.558771,9.427767,2.168554,8.65429,,3.833437,,10.517273,6.512728,1.062475,,1.921529,2.522147,,1.462725,1.284855,1.883334,,4.580311,,1.859076,,3.96229,3.161102,2.92255,0.17991,,4.883874,3.821461
31-Aug-06,7.202012,,3.173718,10.497145,10.717303,19.741087,4.067045,2.712222,22.539369,27.144283,,17.785143,1.11371,0.885609,11.135525,,2.717032,20.578445,,35.288701,,12.093186,32.439784,18.188639,13.945319,14.409627,20.28388,36.232877,43.854169,,37.662751,8.473295,25.091254,22.271104,9.70642,16.82599,1.094266,,32.9,16.90272,14.315947,1.917036,,29.984681,12.792442,42.996499,2.312501,3.742592,9.804399,2.277664,8.734422,,3.815862,,10.575642,7.043162,1.105108,,2.038139,2.387633,,1.48869,1.579264,1.877118,,4.829755,,1.71607,,4.143308,3.161102,3.175058,0.186335,,5.120955,4.139916
30-Sep-06,7.291126,,3.31447,10.404837,11.342882,19.482328,4.953992,2.799776,21.580127,27.325245,,17.883747,1.171415,0.912356,10.791919,,2.842663,20.516394,,35.034076,,12.135794,32.983603,18.215426,13.990723,14.70022,17.873273,39.042774,44.446793,,38.299764,8.367019,25.091254,23.519244,9.93548,15.862178,1.108303,,29.71,16.030374,13.960008,1.83716,,29.354088,12.764511,38.741117,2.29722,3.785568,10.163097,2.350404,7.981613,,3.922543,,11.115551,6.544114,1.096542,,2.200379,2.387633,,1.601207,1.555588,1.957922,,4.324812,,1.6919,,4.424892,2.792543,3.51875,0.192761,,5.215788,4.978279
31-Oct-06,8.263276,,3.278147,10.892339,11.23619,20.1419,5.045213,2.926242,22.849712,28.62817,,18.890552,1.207578,0.953961,11.045102,,2.85331,23.370751,,35.867394,,12.970313,34.814931,20.219123,14.89879,15.79942,17.83238,38.82094,50.373032,,40.763584,9.288231,26.258921,23.910076,9.9183,15.950415,1.115588,,26.32,16.819712,13.355581,1.863785,,30.925315,12.805401,38.448381,2.332875,3.69667,9.9419,2.424305,8.227517,,3.856923,,10.944093,6.754405,1.173642,,2.220659,2.320375,,1.602582,1.704658,2.046344,,4.830482,,1.6919,,4.622672,2.764192,3.533947,0.12915,,5.002415,5.860352
30-Nov-06,8.69779,,3.32355,11.681644,11.4535,21.416704,4.701381,3.078103,22.97516,28.992209,,19.01396,1.278612,1.055004,12.550636,,2.973815,23.639106,,35.379696,,13.493357,35.77326,21.091213,15.2479,17.827815,19.634604,39.560386,51.113812,,45.070004,9.647444,26.50384,27.74508,8.635564,16.452683,1.179939,,30.76,17.711371,14.50623,2.476172,12.591398,31.687442,14.6066,37.884328,2.393999,3.704078,11.104897,2.44274,8.791045,,3.274721,,11.837861,5.389086,1.173642,,2.246009,2.306924,,1.651012,1.979403,2.153714,,5.25631,,1.88526,,5.103175,2.941384,3.517569,0.273078,,5.666242,5.902643
31-Dec-06,8.880557,,3.582415,11.701985,10.683724,22.689757,4.648052,3.120023,23.857287,30.354075,,19.333919,1.29637,1.106233,11.847444,,3.187929,24.248449,,36.055481,,13.683243,36.980773,20.980796,15.469545,17.910498,19.554001,43.627342,56.299272,,43.959179,9.62067,26.421393,26.66607,9.065051,17.448735,1.129355,,28.87,17.595079,16.15953,2.449546,13.006242,31.931029,17.955705,38.569759,2.490777,4.511567,10.31903,2.746931,9.354574,,3.542517,,12.983342,5.222737,1.327843,,2.367689,3.033302,,1.717053,2.012102,2.216872,,5.383984,,1.76441,,5.377218,3.047699,4.075027,0.208824,,5.618826,7.092839
